post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:pa_alto,attribute_data:pa_alto,attribute:pa_ancho,attribute_data:pa_ancho,attribute:pa_aro,attribute_data:pa_aro,attribute:pa_indice-de-carga,attribute_data:pa_indice-de-carga,attribute:pa_velocidad-maxima,attribute_data:pa_velocidad-maxima
"WEST LAKE 215/65 16R Z-108",west-lake-215-65-16r-z-108,,655,,215/65/16,Publicada,,0,"2023-08-31 11:27:00",1,open,501875,,,no,no,0,90000,88000,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WEST-LAKE-215-60-16R-Z-108-1.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-215-60-16R-Z-108 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/west-lake-215-65-16r-z-108/,0,,,simple,outofstock,"Aro > 16|Ancho > 215|Alto > 65|Marca > WESTLAKE",,,,,,,,,,,,,
"TRIANGLE 215/65 16R TR652",triangle-215-65-16r-tr652,,656,,215/65/16,Publicada,,0,"2023-08-31 11:27:00",1,open,506059,,,no,no,1,120000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-TRIANGLE-215-65-16R-TR652.jpg ! alt :  ! title : neumáticos-freire-TRIANGLE-215-65-16R-TR652 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/triangle-215-65-16r-tr652/,0,,,simple,,"Aro > 16|Ancho > 215|Alto > 65|Marca > TRIANGLE",,,,,,,,,,,,,
"GOODRIDE 215/70 15C H188",goodride-215-70-15r-h188,,659,,215/70/15,Publicada,,0,"2023-08-31 11:29:00",1,open,501988,,,no,no,8,101250,95000,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-GOODRIDE-215-70-15R-H188.jpg ! alt :  ! title : neumáticos-freire-GOODRIDE-215-70-15R-H188 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/goodride-215-70-15r-h188/,8,,,simple,,"Aro > 15|Ancho > 215|Alto > 70|Marca > GOODRIDE",,,,,,,,,,,,,
"WINDFORCE 215/70 16R CATCHFORS AT",windforce-215-70-16r-catchfors-at,,661,,215/70/16,Publicada,,0,"2023-08-31 11:30:00",1,open,502864,,,no,no,10,94999,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WINDFORCE-215-70-16R-CATCHFORS-AT.jpg ! alt :  ! title : neumáticos-freire-WINDFORCE-215-70-16R-CATCHFORS-AT ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/windforce-215-70-16r-catchfors-at/,4,,,simple,,"Aro > 16|Ancho > 215|Alto > 70|Marca > WINDFORCE",,,,,,,,,,,,,
"WEST LAKE 215/70 16R SU318",west-lake-215-70-16r-su318,,662,,215/70/16,Publicada,,0,"2023-08-31 11:31:00",1,open,505996,,,no,no,0,105000,,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WEST-LAKE-215-70-16R-SU318.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-215-70-16R-SU318 ! desc :  ! caption :  | https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WEST-LAKE-215-70-16R-SU318-1.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-215-70-16R-SU318-1 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/west-lake-215-70-16r-su318/,0,,,simple,outofstock,"Aro > 16|Ancho > 215|Alto > 70|Marca > WESTLAKE",,,,,,,,,,,,,
"KUMHO 215/70 16R KC53",kumho-215-70-16r-kc53,,664,,215/70/16,Publicada,,0,"2023-08-31 11:32:00",1,open,505937,,,no,no,4,180000,150000,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-KUMHO-215-70-16R-KC53.jpg ! alt :  ! title : neumáticos-freire-KUMHO-215-70-16R-KC53 ! desc :  ! caption :  | https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-KUMHO-215-70-16R-KC53.-1jpg.jpg ! alt :  ! title : neumáticos-freire-KUMHO-215-70-16R-KC53.-1jpg ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/kumho-215-70-16r-kc53/,0,,,simple,,"Aro > 16|Ancho > 215|Alto > 70|Marca > KUMHO",,,,,,,,,,,,,
"WEST LAKE 215/70 16R SC328",west-lake-215-70-16r-sc328,,665,,215/70/16,Publicada,,0,"2023-08-31 11:33:00",1,open,506097,,,no,no,0,111999,,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WEST-LAKE-215-70-16R-SC328.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-215-70-16R-SC328 ! desc :  ! caption :  | https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WEST-LAKE-215-70-16R-SC328-1.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-215-70-16R-SC328-1 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/west-lake-215-70-16r-sc328/,0,,,simple,outofstock,"Aro > 16|Ancho > 215|Alto > 70|Marca > WESTLAKE",,,,,,,,,,,,,
"TRIANGLE 215/75 15R TR292",triangle-215-75-15r-tr292,,666,,215/75/15,Publicada,,0,"2023-08-31 11:33:00",1,open,506075,,,no,no,0,96999,,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-TRIANGLE-215-75-15R-TR292.jpg ! alt :  ! title : neumáticos-freire-TRIANGLE-215-75-15R-TR292 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/triangle-215-75-15r-tr292/,0,,,simple,outofstock,"Aro > 15|Ancho > 215|Alto > 75|Marca > TRIANGLE",,,,,,,,,,,,,
"GOODRIDE 215/75 14R SL369",goodride-215-75-14r-sl369,,667,,215/75/14,Publicada,,0,"2023-08-31 11:34:00",1,open,503081,,,no,no,8,84000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-GOODRIDE-215-75-14R-SL369.jpeg ! alt :  ! title : neumáticos-freire-GOODRIDE-215-75-14R-SL369 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/goodride-215-75-14r-sl369/,0,,,simple,,"Aro > 14|Ancho > 215|Alto > 75|Marca > GOODRIDE",,,,,,,,,,,,,
"LING LONG 215/75 15R CROSSWIND MT",ling-long-215-75-15r-crosswind-mt,,669,,215/75/15,Publicada,,0,"2023-08-31 11:36:00",1,open,501663,,,no,no,0,120000,,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-LING-LONG-215-75-15R-CROSSWIND-MT.jpg ! alt :  ! title : neumáticos-freire-LING-LONG-215-75-15R-CROSSWIND-MT ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/ling-long-215-75-15r-crosswind-mt/,0,,,simple,outofstock,"Aro > 15|Ancho > 215|Alto > 75|Marca > LINGLONG",,,,,,,,,,,,,
"ONYX 215/75 15R AT187",onyx-215-75-15r-at187,,670,,215/75/15,Publicada,,0,"2023-08-31 11:37:00",1,open,502749,,,no,no,10,80000,78000,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-ONYX-215-75-15R-AT187.jpg ! alt :  ! title : neumáticos-freire-ONYX-215-75-15R-AT187 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/onyx-215-75-15r-at187/,0,,,simple,,"Aro > 15|Ancho > 215|Alto > 75|Marca > ONYX",,,,,,,,,,,,,
"WINDFORCE 215/75 16R MILEMAX",windforce-215-75-16r-milemax,,672,,215/75/16,Publicada,,0,"2023-08-31 11:38:00",1,open,506081,,,no,no,13,108000,90000,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WINDFORCE-215-75-16R-MILEMAX.jpg ! alt :  ! title : neumáticos-freire-WINDFORCE-215-75-16R-MILEMAX ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/windforce-215-75-16r-milemax/,0,,,simple,,"Aro > 16|Ancho > 215|Alto > 75|Marca > WINDFORCE",,,,,,,,,,,,,
"LING LONG 215/75 17,5R LFL866",ling-long-215-75-175r-lfl866,,673,,215/75/17,Publicada,,0,"2023-08-31 11:39:00",1,open,503086,,,no,no,5,95000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-LING-LONG-215-75-175R-LFL866.jpg ! alt :  ! title : neumáticos-freire-LING-LONG-215-75-17 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/ling-long-215-75-175r-lfl866/,0,,,simple,,"Aro > 17.5|Ancho > 215|Alto > 75|Marca > LINGLONG",,,,,,,,,,,,,
"YOKOHAMA 225/40 18R ES32",west-lake-225-40-18r-sa07,,674,"El Yokohama BluEarth‑ES ES32 225/40 R18 92 W XL es un neumático de verano de alta gama japonés que sobresale por su equilibrio entre confort, eficiencia y desempeño, incluso a altas velocidades. Su tecnología avanzada permite una excelente adherencia en superficies secas y mojadas, un manejo ágil y una reducción notable del riesgo de hidroplaneo. Está diseñado con un compuesto ligero y resistente, incorpora un diseño asimétrico y canales optimizados que mejoran el drenaje y minimizan el ruido, lo que se traduce en una conducción silenciosa y eficiente en consumo de combustible. Además, su clasificación XL brinda mayor capacidad de carga y estabilidad, haciéndolo ideal para vehículos compactos y medianos que buscan rendimiento sin sacrificar confort ni economía. Usuarias y usuarios también destacan su durabilidad, buena respuesta en curvas y la sensación de conducción agradable y segura en ciudad y carretera.","Es un neumático de verano premium que ofrece excelente agarre, confort, eficiencia y durabilidad para conducción urbana y en carretera.",Publicada,,0,"2023-08-31 11:40:00",1,open,504461,,,no,no,4,179000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/YOKOHAMA-BLUEARTH-ES32.jpg ! alt :  ! title : YOKOHAMA-BLUEARTH-ES32 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/west-lake-225-40-18r-sa07/,0,,,simple,,"Aro > 18|Ancho > 225|Alto > 40|Marca > WESTLAKE",,,,,,,,,,,,,
"KUMHO 225/45 17R ECOWING ES31",kumho-225-45-17r-ecowing-es31,,676,,225/45/17,Publicada,,0,"2023-08-31 11:42:00",1,open,501955,,,no,no,0,109999,,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-KUMHO-225-45-17R-ECOWING-ES31.jpg ! alt :  ! title : neumáticos-freire-KUMHO-225-45-17R-ECOWING-ES31 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/kumho-225-45-17r-ecowing-es31/,0,,,simple,outofstock,"Aro > 17|Ancho > 225|Alto > 45|Marca > KUMHO",,,,,,,,,,,,,
"TRACMAX 225/45 18R TX3",aplus-225-45-18r-a607,,679,"El neumático Tracmax TX3 225/45 R18 95Y XL es una opción económica diseñada para conductores que buscan un equilibrio entre rendimiento, seguridad y precio accesible en neumáticos de verano para vehículos tipo sedán o SUV. Con una estructura radial reforzada que soporta una carga máxima de 690 kg por neumático y un índice de velocidad Y que permite alcanzar hasta 300 km/h, este modelo ofrece estabilidad y respuesta precisa en la conducción. Su diseño asimétrico de banda de rodamiento cuenta con cuatro ranuras circunferenciales anchas que facilitan un drenaje eficiente del agua, reduciendo el riesgo de hidroplaneo y mejorando el agarre en condiciones húmedas. Además, la costilla central continua proporciona una excelente estabilidad direccional y mejora la precisión al volante, mientras que los bloques de hombro robustos favorecen un buen desempeño en curvas. Aunque se ubica dentro de la gama económica, el TX3 incorpora compuestos que aseguran un desgaste homogéneo y una vida útil razonable para un neumático de su segmento. En cuanto al confort, ofrece una conducción relativamente silenciosa y suave, ideal para uso urbano y recorridos por carretera en condiciones normales. En resumen, el Tracmax TX3 225/45 R18 95Y XL es una alternativa asequible para quienes desean un neumático funcional, con buen agarre en seco y mojado, estabilidad y confort, sin requerir prestaciones premium.","Es un neumático que ofrece buen agarre, estabilidad y confort para uso diario en sedanes y SUVs, con enfoque en seguridad y durabilidad.",Publicada,,0,"2023-08-31 11:44:00",1,open,504492,,,no,no,12,84999,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/da1bfc4bf7906590082ae87c38c14a41-1.jpg ! alt :  ! title : da1bfc4bf7906590082ae87c38c14a41 (1) ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/aplus-225-45-18r-a607/,0,,,simple,,"Aro > 18|Ancho > 225|Alto > 45|Marca > TRACMAX",,,,,,,,,,,,,
"TRACMAX 225/45 19R TX3",tracmax-225-45-19r-tx3,,681,"El Tracmax X-Privilo TX3 es un neumático de alto rendimiento (UHP) desarrollado por Tracmax Tires, una marca china que ha ganado notoriedad en el mercado global por ofrecer neumáticos a precios competitivos sin dejar de lado una ingeniería decente. Este modelo en particular está diseñado para vehículos deportivos, sedanes potentes y SUVs ligeros, con un enfoque en rendimiento en carreteras secas y mojadas, y conducción a alta velocidad.
Diseño asimétrico de la banda de rodadura: Proporciona un buen equilibrio entre agarre en seco y mojado, además de una respuesta precisa en curvas.
Cuatro canales longitudinales: Ayudan a evacuar el agua y reducir el riesgo de aquaplaning.
Bloques rígidos en los hombros: Mejoran la estabilidad en curvas y el manejo deportivo.
Compuesto de sílice: Mejora el agarre en condiciones húmedas y reduce la resistencia a la rodadura, ayudando al consumo de combustible.","El Tracmax X-Privilo TX3 225/45 R19 96Y XL es un neumático de alto rendimiento con buen agarre en seco y mojado, diseño asimétrico para mejor estabilidad y capacidad de carga extra. Ideal para vehículos deportivos y sedanes, ofrece un balance entre precio accesible y rendimiento confiable para uso diario y viajes.",Publicada,,0,"2023-08-31 11:45:00",1,open,503382,,,no,no,12,152000,82000,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/6530248444.jpg ! alt :  ! title : 6530248444 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/tracmax-225-45-19r-tx3/,0,,,simple,,"Aro > 19|Ancho > 225|Alto > 45|Marca > TRACMAX",,,,,,,,,,,,,
"Wanli 225/50 17R SP022",wanli-225-50-17r-sp022,,683,"Compuesto de goma optimizado: Ofrece un buen equilibrio entre agarre y durabilidad, proporcionando estabilidad tanto en carreteras secas como húmedas.
Bloques rígidos en los hombros: Mejoran la precisión en la conducción y la respuesta en curvas, aumentando la seguridad en maniobras deportivas o rápidas.
Canales longitudinales profundos: Permiten una eficiente dispersión del agua y mantienen un buen contacto con la superficie en condiciones de lluvia.
Índice de carga y velocidad: Generalmente con índices adecuados para vehículos de gama media, apto para velocidades elevadas.","Es un neumático de verano diseñado para autos tipo turismo y deportivos. Ofrece un diseño de banda de rodadura direccional que mejora la estabilidad a alta velocidad, el agarre en curvas y la evacuación de agua, reduciendo el riesgo de aquaplaning. Es ideal para quienes buscan un neumático económico con buen rendimiento en condiciones secas y húmedas, apto para uso urbano y en carretera.",Publicada,,0,"2023-08-31 11:47:00",1,open,502701,,,no,no,12,81999,79999,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/D_NQ_NP_858753-MLA82200108730_022025-O.webp ! alt :  ! title : D_NQ_NP_858753-MLA82200108730_022025-O ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/wanli-225-50-17r-sp022/,0,,,simple,,"Aro > 17|Ancho > 225|Alto > 50|Marca > WANLI",,,,,,,,,,,,,
"WANLI 225/55 18R SU025",wanli-225-55-18r-su025,,687,"Es un neumático diseñado para vehículos tipo SUV o crossover que buscan un rendimiento confiable a un precio accesible. Cuenta con un diseño de banda de rodadura asimétrico que mejora la tracción y el manejo tanto en superficies secas como mojadas, gracias a sus amplios canales longitudinales que optimizan el drenaje del agua y reducen el riesgo de hidroplaneo. Su estructura incorpora un ribete central continuo para una mayor estabilidad en línea recta y mejor respuesta en la dirección, mientras que el patrón de múltiples bloques reduce el ruido generado por la rodadura, brindando una experiencia de conducción más silenciosa. Aunque pertenece a una gama económica, este modelo cumple adecuadamente con los requisitos de seguridad y confort en condiciones de uso urbano o carretera moderada, siendo una opción atractiva para quienes desean equilibrar rendimiento y ahorro sin comprometer lo esencial en conducción diaria.","El Wanli SU025 225/55 R18 98V es un neumático que ofrece buen agarre, estabilidad y confort para uso urbano y carretera moderada.
",Publicada,,0,"2023-08-31 11:59:00",1,open,506112,,,no,no,12,120000,95000,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/wanli-rangetour-plus-su025.jpg ! alt :  ! title : wanli-rangetour-plus-su025 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/wanli-225-55-18r-su025/,0,,,simple,,"Aro > 18|Ancho > 225|Alto > 55|Marca > WANLI",,,,,,,,,,,,,
"TRACMAX 225/55 19R TX3",tracmax-225-55-19r-tx3,,692,"El Tracmax X-Privilo TX3 225/55 R19 103W es una excelente opción para conductores de SUVs medianos y vehículos con necesidades de carga alta que buscan un neumático confiable y económico. Ofrece un buen equilibrio entre rendimiento en seco y mojado, con capacidad para soportar cargas importantes y mantener la estabilidad. Si bien no alcanza el nivel de neumáticos premium en términos de confort y agarre en condiciones extremas, su precio accesible y desempeño sólido lo convierten en una alternativa muy competitiva para el uso diario y viajes en carretera.","Este neumático está pensado para conductores que necesitan un producto confiable, con buenas prestaciones en carretera y capacidad para soportar cargas elevadas.",Publicada,,0,"2023-08-31 12:03:00",1,open,504061,,,no,no,10,148000,120000,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumatico-tracmax-24540zr19-98y-xl-xprivilo-tx3.jpg ! alt :  ! title : neumatico-tracmax-24540zr19-98y-xl-xprivilo-tx3 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/tracmax-225-55-19r-tx3/,0,,,simple,,"Aro > 19|Ancho > 225|Alto > 55|Marca > TRACMAX",,,,,,,,,,,,,
"KUMHO 225/55 19R PS71",kumho-225-55-19r-ps71-h,,693,"Descripción
Los neumáticos KUMHO ECSTA PS71 tienen un diseño mejorado con cuatro amplios canales que evacúan el agua de forma eficaz. Así, se proporciona una gran manejabilidad y una respuesta excelente sobre terrenos mojados. Además, se disminuye el riesgo de aquaplaning. Por otro lado, su banda de rodadura ayuda a la estabilidad sobre terrenos secos y mejora la estabilidad a altas velocidades gracias a su talón de larga durabilidad y su cinturón reforzado. Puntos Fuertes - Manejabilidad excelente - Larga vida útil - Buena frenada en suelos mojados","Manejabilidad y excelente frenada en suelos mojados
Mejora la estabilidad a altas velocidades
Silencioso.",Publicada,,0,"2023-08-31 12:04:00",1,open,504395,,,no,no,4,172000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/admin14-9788acbfb96cd14c9c42cad3a37ea8ef.jpg ! alt :  ! title : admin14-9788acbfb96cd14c9c42cad3a37ea8ef ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/kumho-225-55-19r-ps71-h/,0,,,simple,,"Aro > 19|Ancho > 225|Alto > 55|Marca > KUMHO",,,,,,,,,,,,,
"WINDFORCE 225/70 16R CROSSWIND AT",triangle-225-70-16r-crosswind-at,,708,,225/70/16,Publicada,,0,"2023-08-31 16:56:00",1,open,506089,,,no,no,0,79000,,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/windforce_catchfors-at_01_l.webp ! alt :  ! title : windforce_catchfors-at_01_l ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/triangle-225-70-16r-crosswind-at/,0,,,simple,outofstock,"Aro > 16|Ancho > 225|Alto > 70|Marca > TRIANGLE",,,,,,,,,,,,,
"WINDFORCE 225/70 16R CATCHFORS",windforce-225-70-16r-catchfors,,709,,225/70/16,Publicada,,0,"2023-08-31 16:56:00",1,open,502751,,,no,no,0,84999,,,,,,,,outofstock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WINDFORCE-225-70-16R-CATCHFORS.png ! alt :  ! title : neumáticos-freire-WINDFORCE-225-70-16R-CATCHFORS ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/windforce-225-70-16r-catchfors/,0,,,simple,outofstock,"Aro > 16|Ancho > 225|Alto > 70|Marca > WINDFORCE",,,,,,,,,,,,,
"LING LONG 225/70 15R RADIAL 666",ling-long-225-70-15r-radial-666,,711,,225/70/15,Publicada,,0,"2023-08-31 16:58:00",1,open,505994,,,no,no,2,120000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-LING-LONG-225-70-15R-RADIAL-666.jpg ! alt :  ! title : neumáticos-freire LING-LONG-225-70-15R RADIAL-666 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/ling-long-225-70-15r-radial-666/,0,,,simple,,"Aro > 15|Ancho > 225|Alto > 70|Marca > LINGLONG",,,,,,,,,,,,,
"ONYX 225/75 16R AT187",onyx-225-75-16r-at187,,712,,225/75/16,Publicada,,0,"2023-08-31 17:01:00",1,open,501917,,,no,no,1,88000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-ONYX-225-75-16R-AT187.png ! alt :  ! title : neumáticos-freire-ONYX-225-75-16R-AT187 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/onyx-225-75-16r-at187/,0,,,simple,,"Aro > 16|Ancho > 225|Alto > 75|Marca > ONYX",,,,,,,,,,,,,
"WEST LAKE 225/75 16R SL369",west-lake-225-75-16r-sl369,,714,,225/75/16,Publicada,,0,"2023-08-31 17:02:00",1,open,505913,,,no,no,2,148000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WEST-LAKE-225-75-16R-SL369.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-225-75-16R-SL369 ! desc :  ! caption :  | https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-WEST-LAKE-225-75-16R-SL369-1.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-225-75-16R-SL369-1 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/west-lake-225-75-16r-sl369/,0,,,simple,,"Aro > 16|Ancho > 225|Alto > 75|Marca > WESTLAKE",,,,,,,,,,,,,
"KUMHO 225/75 16R KLC 53 10 PR PORTRAIN",kumho-225-75-16r-klc-53-10-pr-portrain,,715,,225/75/16,Publicada,,0,"2023-08-31 17:04:00",1,open,506023,,,no,no,2,200999,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-KUMHO-225-75-16R-KLC-53-10-PR-PORTRAIN.jpg ! alt :  ! title : neumáticos-freire-KUMHO-225-75-16R-KLC-53-10-PR-PORTRAIN ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/kumho-225-75-16r-klc-53-10-pr-portrain/,0,,,simple,,"Aro > 16|Ancho > 225|Alto > 75|Marca > KUMHO",,,,,,,,,,,,,
"LING LONG 225/75 16R RADIAL666",ling-long-225-75-16r-radial666,,716,,225/75/16,Publicada,,0,"2023-09-01 12:31:00",1,open,501825,,,no,no,2,109999,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/09/neumaticos-freire-LING-LONG-225-70-15R-RADIAL-666.jpg ! alt :  ! title : neumáticos-freire LING-LONG-225-70-15R RADIAL-666 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/ling-long-225-75-16r-radial666/,0,,,simple,,"Aro > 16|Ancho > 225|Alto > 75|Marca > LINGLONG",,,,,,,,,,,,,
"YOKOHAMA 235/45 18R AE51-GT",yokohama-235-45-18r-ae51,,719,"El Yokohama BluEarth-GT AE51 235/45 R18 94W es un neumático de alta gama diseñado para conductores que buscan una combinación de confort, estabilidad y eficiencia en vehículos tipo sedán o compactos deportivos. Su diseño asimétrico de la banda de rodamiento ofrece excelente agarre tanto en seco como en mojado, gracias a sus costillas centrales rígidas que mejoran la estabilidad en línea recta y sus bloques de hombro reforzados que optimizan la maniobrabilidad en curvas. Incorpora tecnología de ranuras en forma de cuchilla para un drenaje eficaz del agua, lo que reduce significativamente el riesgo de hidroplaneo. Además, cuenta con compuestos avanzados que disminuyen la resistencia al rodado, mejorando el consumo de combustible y ofreciendo una conducción más silenciosa y cómoda. Con una etiqueta de eficiencia destacable, bajo nivel de ruido y buena durabilidad, este neumático es ideal para quienes realizan trayectos urbanos frecuentes o viajes largos en carretera sin sacrificar seguridad ni rendimiento.","Es un neumático premium que ofrece excelente agarre en seco y mojado, gran estabilidad a altas velocidades y conducción cómoda y silenciosa. Ideal para uso urbano y carretera, combina rendimiento, seguridad y eficiencia energética.",Publicada,,0,"2023-09-01 12:48:00",1,open,504184,,,no,no,6,190000,,,,,,,,instock,no,no,0,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/09/llanta_yokohama_bluearth_gt_ae51_12.jpg ! alt :  ! title : llanta_yokohama_bluearth_gt_ae51_12 ! desc :  ! caption : ",,https://neumaticosfreire.cl/producto/yokohama-235-45-18r-ae51/,0,,,simple,,"Aro > 18|Ancho > 235|Alto > 45|Marca > YOKOHAMA",,,,,,,,,,,,,
